Id,Price
725,167629.00008957385
15856,212167.14592530474
5480,270504.0628720658
15664,345435.476225056
14275,123782.86057285378
7633,186284.43917764284
13329,171295.32653623517
5502,210750.4317317046
4220,321990.94123862573
11538,203932.69956918576
15975,275067.998463155
3310,215183.8441452885
9286,151767.97533001634
11260,192987.25499416736
5214,110529.56925205208
11307,172697.24002971247
13543,371529.2626464946
615,170351.97607213378
3495,197253.3267804736
2321,231332.0224193854
12046,207445.09067417367
16688,131484.2641110113
12694,207646.58861193692
783,142996.1313972602
8968,169475.8386694906
13454,173004.11665967922
12190,251521.90915256084
11160,127949.6198057922
10291,189778.06960741043
891,257104.9982536793
2982,184239.66999031883
3818,275525.65249965555
2449,189099.60017623974
8317,167746.40662605435
4922,176848.4866878643
1257,249502.66153467857
9348,236922.03912275264
4176,185446.9133808066
10704,174144.99410834466
6624,115716.35772550173
5428,169598.3153724465
12749,189969.78489324046
8994,213400.89128425773
11513,133388.40075677983
3047,184052.96772402324
9519,209272.90527332693
12309,217435.82546635653
14081,286239.6652419398
8334,266483.89467280434
6343,176144.22828329794
14788,128360.04568970916
15748,438527.2013269901
153,247916.3295788873
14149,198412.33482159598
269,182888.6563124001
5452,100388.70955198012
721,160785.0524050938
5079,322720.0071453034
2831,148576.66390864216
10614,105719.44030386166
10131,249399.8219113034
9996,321927.1859067246
3061,190170.10521989682
11733,334633.47663855425
3726,243596.68007657627
10929,200709.6769707627
9011,272347.4776743636
16182,325970.46255706873
4976,177577.18740357796
9897,234264.24487058693
1872,188459.5694135809
9205,383488.5699702644
5403,410607.09663291945
14074,194326.03008186963
6268,151816.56380548232
14232,175406.3911165351
8532,225289.1196113621
7034,300715.67437803926
6553,491621.23722558626
3133,171170.06402931846
8596,205256.6371956477
12389,232515.90668188478
14462,178443.84737570444
8860,312924.28644573595
8377,282718.5328457029
6367,344351.62555195147
6917,252618.81382528774
4216,192556.8813218433
5806,163345.96579239029
5438,171944.84039884253
6632,181671.99154378654
2650,148756.22543596243
5396,193606.95673828316
4044,158408.91954087946
1345,216230.5650780833
856,183071.95810422354
12791,249573.49247461624
12499,206561.13377904406
12249,132982.59420935583
14641,158308.19488136892
1919,157994.61220146922
7848,187357.71001948198
10749,164227.4128169233
15554,205033.65445454413
15834,183404.2798367757
1355,180478.12755407553
15451,206326.78025270926
12401,202803.20678846427
10290,178792.19724429585
9462,142219.66568036316
3103,230662.28240331332
3420,145472.50547316475
12262,232461.1712186088
5032,157981.67965224735
8949,261234.31774869887
15567,220603.89140171526
16389,138831.64366812163
7809,122872.0338144918
8990,161926.61250619448
16089,268378.56148483773
12743,118217.49817402507
5132,136348.23184306652
1619,269999.7565578522
2428,84489.29504219563
16741,175728.15127995983
13193,208594.36983504484
12588,442916.7893385359
5067,169704.40649262012
14685,130333.76672085142
2292,178774.80893455108
5746,140577.1617739588
12578,168484.48281484973
14834,169063.0857831877
2147,169366.80035307884
8222,133049.64013538454
10419,251624.14664958537
11492,224208.4542556906
3006,219621.37329988292
8761,201386.549432314
15371,345896.1335666385
16367,156610.4018810729
6317,265325.7187034738
10878,258797.0267961249
3895,169914.9105109997
8041,193555.10791603566
13428,421010.41284523474
14669,158493.21497665654
1006,178842.68519233493
12271,177460.90381421914
3764,430008.90630862187
7675,189405.84979888078
11709,249518.2424596587
8629,171679.09654845216
1105,318029.70241063565
6096,189334.63566897137
11727,202841.80677717287
5157,181605.00410170163
3679,145577.3853885441
1755,166362.76481181453
7391,190401.22051114822
7425,113139.83105842122
6882,400165.5187768932
10752,358345.7285216588
7472,226023.28930801165
14320,112203.03305181007
9596,164914.96323642627
5317,214582.9943659965
7378,89896.81211636709
16154,182777.24633581997
3464,194301.40844234946
4197,243452.1826123835
9477,116133.90371279529
12705,200667.7121232865
16426,194663.33793093235
1481,85686.77411710037
9946,236011.9590713417
12025,199215.1007084694
5341,271333.0218370298
9923,301455.8956096893
7953,238543.8340005499
11066,251976.3431954905
5037,181931.11488206554
2509,179878.251379495
4937,346366.5612001228
12089,403987.5039473547
4964,185789.18598312806
16500,260611.10037278774
4625,149224.12400930442
2363,368210.5302372161
8148,191424.63425102865
3804,174217.5065067141
4584,151515.65990198345
10694,134745.7562330203
2691,180245.09370988188
2983,229559.3987790782
13563,341061.7281731059
10747,211919.51858831936
1721,193958.60965723416
2789,240158.39176552068
7214,243522.91180613457
8659,243264.98512203878
5107,306374.29210740194
3843,214395.16028487714
14610,411595.9717580775
15505,175782.45391110462
5060,229054.5598783819
16055,249591.03778566068
14963,204210.31324506682
4118,136256.96385166177
1672,171622.4678476109
3209,183216.86319160892
16515,140630.58364520664
973,180250.65537847934
12529,188521.98019577898
5896,127206.2030138326
5450,306422.8958064322
3249,168324.27888301993
8911,182434.32220127858
5898,242019.35155084037
1024,183018.88823800912
4766,193216.71664677587
15804,165115.8864932087
14303,210673.69025837033
10707,189977.29918512006
6605,228980.07070028692
1138,430594.2318970779
14088,413954.998746574
9154,184280.30700030882
8190,198493.2712143649
398,272007.27394148975
13302,260729.2121258838
9696,129168.3110676709
16786,123958.78465492722
16230,192176.2123118672
6552,190269.50448579917
923,196795.86642542254
9602,313320.9363683739
5857,266764.88866943354
8120,171695.33513765314
7134,185958.67414108067
11726,166902.01611229283
8069,128172.7289209763
12420,177222.43523106023
8604,202973.87754176784
4854,275119.58698968834
12212,174293.48368904024
12099,312337.32208515494
3882,391603.8323057389
6995,361660.41221561685
10172,216626.90860993537
11672,256051.1941798468
12897,283443.44253049884
16097,188168.53528457708
6779,270575.2199011621
11199,197808.91437724966
10816,402711.0076286503
143,374941.29703145364
5399,237142.0404731539
3286,156918.62928359606
13706,194958.48426150688
1935,386118.9622594546
16000,162756.03586725233
2860,224550.38195607453
11407,206910.55197522673
16378,245719.7997078859
12278,181677.60489953245
3842,160847.74734802346
2692,346899.1318371378
7699,183249.20420084166
6825,305868.27196984953
7268,321427.69591608987
1477,367392.3154971767
9887,173383.31840475192
9436,184161.45428755545
3179,236895.0330436643
1350,436300.9346460494
10643,222970.86430556275
5793,250060.51650450696
11494,412980.48406128294
4206,196462.12961630794
12419,247010.01387392433
8530,189467.02218492804
5985,172493.12048026777
8908,215398.85006832358
256,137766.6449917441
7234,210936.16110569407
5648,205034.31701223136
3014,231757.492987123
2184,183624.8381707618
9189,276863.98933770944
14884,214238.08854499232
10333,156533.61161129558
15896,147441.31038886873
13269,149208.47630544443
8603,239425.59339394004
15087,193919.9527968303
4344,204986.7274166367
7981,89470.38905300421
10908,247272.1520633139
6190,164805.17243704293
11742,210936.0656381181
9224,152943.85355839477
14667,193240.78381856682
458,191210.13070295367
2464,331665.5024129945
12320,238639.5785377595
278,193298.0126091037
2912,208010.13219620392
6698,213767.1503049098
4510,139914.97576048513
4183,180200.56731315271
5551,244715.065128367
12187,172447.0564180212
7948,217941.82365702908
10808,174739.54360404977
12432,180003.33759156303
5356,173149.62362142562
8984,475970.3263865443
9203,186168.77933470154
15412,115396.37571463785
12041,126037.56553021689
7644,320586.7613096583
7071,212075.50700732047
10685,169864.19975184195
6763,198647.77265291093
940,123218.5281479156
14959,193958.60965723416
1338,161373.28132980515
5351,141913.73631195616
6524,186103.46485331372
12516,161947.08449933538
3288,270428.26023029577
3146,227162.96047523548
3954,182253.9280765641
11955,175111.14514023953
1211,207755.35659006218
15668,198698.74721221742
1320,119331.54782658332
9108,185758.1604781417
16482,191575.44125836412
5017,153884.50088556946
8290,198000.6615034131
4304,375476.7003602452
1930,228021.5474230119
12530,179728.0822481488
11295,320579.72636556346
3002,155552.54934784773
15483,148890.52209979275
11525,197933.4083916195
13978,134651.2488070489
4885,153903.08805995676
8325,177527.00226058878
3630,143416.63097697645
